,cell_class,coord_X,coord_Y
3660,L6 CT,0.19451453,0.17125264
224267,SMC,-0.25507867,0.16281402
145360,L2/3 IT,-0.12846707,-0.2559612
43278,L6b,0.020480286,0.36960936
238722,L6 CT,-0.03715511,0.2889357
145497,L2/3 IT,-0.22790742,-0.18750635
175893,L6 CT,-0.14222378,0.29278144
39717,L2/3 IT,-0.3876725,0.10190994
231611,L6 CT,0.18005423,0.11739183
3767,Peri,0.25602338,-0.28775343
237739,L5 IT,0.012648601,0.060330816
240283,L2/3 IT,-0.016672458,-0.26317596
19865,Astro,0.23194437,-0.038557597
276481,L4/5 IT,0.19214278,-0.33118978
39726,Endo,-0.088762954,-0.3321204
22073,Astro,0.4107681,0.059145473
20965,Astro,0.023942214,-0.13386497
252645,L4/5 IT,0.040508326,-0.19590592
43361,L4/5 IT,0.026949268,-0.23815817
3717,SMC,0.021105114,-0.12556869
224220,L6 IT,0.069730446,0.0670296
249904,OPC,-0.047454625,-0.3357784
225518,Astro,-0.25327542,0.21075019
163567,L2/3 IT,0.08360055,-0.35025632
225514,PVM,-0.25879395,-0.1820505
185488,Peri,-0.32779577,0.06470743
252068,Pvalb,0.19300386,-0.06542727
247063,L2/3 IT,0.15926722,-0.3820783
1149,L6 CT,0.35961488,0.0059876367
273367,SMC,0.19239205,-0.52094364
40756,VLMC,0.0046187416,-0.40126258
142878,PVM,0.017473843,0.34692115
224410,L2/3 IT,0.020119976,-0.2796565
143224,L2/3 IT,-0.230487,-0.121218465
191237,L6 CT,0.36212957,-0.059330665
163143,L6 CT,0.43017507,-0.082391985
179745,Endo,0.3290636,0.06494459
239219,Lamp5,0.13550614,0.11974826
177371,Sst,-0.11065771,0.19105768
143877,L4/5 IT,-0.1755242,0.00025434606
255580,L6 CT,0.18655935,0.12720063
191053,L2/3 IT,-0.3078944,-0.08445689
1871,L5 IT,-0.043237682,-0.07204471
231937,Micro,0.17285296,0.111633964
177396,Oligo,-0.07143119,0.39737996
177424,PVM,0.4035682,-0.04272922
224770,Endo,-0.13263856,-0.14309877
19346,L6 CT,-0.10226998,0.32114783
41896,L5 IT,-0.00051771104,0.009861328
21364,L5 IT,0.01429129,0.05814439
177431,L5 IT,0.28624648,-0.008732116
177434,L6 CT,0.10842718,0.14723167
143698,L4/5 IT,-0.28229082,-0.0095962025
241614,L2/3 IT,-0.41884303,0.07553726
163101,Oligo,0.2061008,0.099412195
143840,Vip,0.018810619,-0.21717826
232616,Micro,0.07006073,-0.27767375
42384,L2/3 IT,-0.26323417,-0.0914274
19322,L6 CT,0.030940663,0.28751585
162674,PVM,-0.12327027,-0.24208051
21126,PVM,0.15825552,-0.49985406
185288,L2/3 IT,-0.20839821,-0.19554594
252501,L2/3 IT,-0.39213544,-0.010377713
41583,Oligo,0.014872365,0.15972924
41592,L5 ET,0.10514723,-0.034026396
21139,L2/3 IT,-0.1167167,-0.21655825
21204,Astro,0.07901581,0.3246977
161146,L4/5 IT,0.11664303,-0.18494466
21431,L2/3 IT,-0.25088134,-0.08191797
2349,OPC,-0.10129249,-0.2101886
42433,PVM,0.2016133,0.23242855
184645,L4/5 IT,-0.13722377,-0.022995409
41759,Pvalb,-0.16596335,0.21058193
177341,L6 CT,-0.063315056,0.43537018
273026,L6 CT,0.11191626,0.18529794
21390,Astro,0.32807022,0.15862954
232522,L5 IT,-0.23549563,0.20195547
143964,L4/5 IT,-0.26286092,0.06515806
177350,Peri,-0.050957568,-0.34664807
42423,L6 CT,-0.025038023,0.31790173
185192,L5 IT,0.0142312385,0.19296277
185270,Pvalb,-0.03498898,-0.1986422
144013,Endo,0.05314767,-0.35335192
224563,L4/5 IT,-0.2996201,0.11782942
238321,Oligo,0.42233706,0.116514705
2081,Oligo,0.013089269,0.43695694
162970,L5 ET,0.23179792,-0.17402038
42228,L4/5 IT,0.040421214,-0.1780236
2080,Oligo,0.3446514,0.06153044
19541,Astro,-0.0031888597,-0.21638563
224694,L4/5 IT,-0.19918746,0.108278416
179613,L4/5 IT,-0.05268577,-0.11177024
2046,Oligo,0.33766967,0.1635842
1903,L2/3 IT,-0.051040106,-0.2537452
21293,L5 ET,-0.15104571,0.1287792
19485,Astro,0.0043860786,-0.37379372
42064,L2/3 IT,-0.25817022,0.029366888
184744,Vip,0.10846846,-0.28555623
252470,L6 IT,-0.09334685,0.2750563
248295,L4/5 IT,0.056133237,-0.24677634
19561,Micro,0.20317174,-0.4846984
19593,L2/3 IT,-0.23369537,-0.108939715
240329,L2/3 IT,-0.38197955,0.07862684
191172,OPC,-0.10343367,0.34297037
21302,Micro,0.122815594,0.123340316
179630,L2/3 IT,-0.09563151,-0.24799341
143406,L5 IT,0.04127917,-0.016819768
143487,L4/5 IT,-0.31953132,0.22140414
240327,L6 IT,0.041103516,0.27015206
272982,L6 IT,0.2249402,-0.067556426
21282,Oligo,0.061121132,0.35535514
143667,L6 CT,0.22664197,0.03492395
1879,L4/5 IT,-0.12346196,-0.020665947
21268,L2/3 IT,-0.34374654,0.0017501824
238330,L4/5 IT,0.04449841,-0.15420535
19385,Endo,0.4538785,0.08941987
249588,Peri,0.017607246,0.33525372
41961,VLMC,-0.51447296,0.012010418
238332,Astro,-0.031081535,0.40133506
224726,L2/3 IT,-0.32868683,-0.00074208714
224583,Pvalb,-0.07293069,0.31226352
42234,VLMC,-0.17988487,-0.293542
21341,L5 IT,-0.13932773,0.28225031
224592,Endo,-0.21810797,-0.122175
143561,L6 CT,0.019659478,0.23386678
41985,L6 IT,0.27128503,0.04098528
247127,Astro,0.101846695,0.12701988
277037,Astro,0.21645583,-0.25305837
179676,L2/3 IT,-0.42461595,0.040077306
42238,Endo,-0.1371321,0.33927667
143556,L6 CT,0.08519946,0.14454207
21317,Pvalb,-0.098378286,0.32949263
19443,L5 IT,0.09503043,-0.012493955
272947,PVM,0.09031519,0.46154097
240320,OPC,0.16355228,-0.039908558
279926,L5 IT,0.21280424,-0.11525902
42472,L5 IT,-0.19115497,0.32275712
160966,L5/6 NP,0.009242523,0.121053554
40961,Endo,0.35752842,0.12124931
40977,Astro,0.11988959,-0.094471335
144486,Vip,-0.16259244,0.00031981803
238121,L6 CT,0.44720057,-0.13881734
161613,PVM,0.033314016,0.32595587
1542,L4/5 IT,-0.24671842,-0.0022387188
176939,L4/5 IT,-0.15274702,0.04521791
249682,Oligo,0.32289496,0.1636816
280089,L6b,0.3418863,0.08556062
40938,OPC,-0.26458436,-0.22501314
144436,L5 ET,-0.22042228,0.19866294
176970,Endo,-0.08688497,-0.052881923
1605,L5/6 NP,-0.050240446,0.16199696
144380,L4/5 IT,-0.32176703,0.038098596
42730,L5 ET,0.26728022,-0.27618837
163266,L2/3 IT,-0.13905804,-0.1509009
41064,Micro,-0.04933372,0.013473589
21583,L4/5 IT,-0.07830651,-0.03418456
179477,Oligo,0.18966016,0.25635973
240435,L6 CT,0.31099212,0.038758628
41108,L6 CT,0.35427433,-0.027305907
232687,Oligo,0.42566594,-0.007679675
177009,L2/3 IT,-0.2674161,-0.15026128
231774,L4/5 IT,-0.23117924,0.08678191
144514,Endo,0.18799135,0.15205273
21793,L2/3 IT,-0.3668102,0.015860114
160886,L6 CT,0.10979788,0.15988848
231757,L2/3 IT,0.024471935,-0.2692755
273190,L6 CT,0.033896487,0.16835892
238074,Oligo,0.020380612,0.006590925
176763,L4/5 IT,-0.23825288,0.17026734
2815,Endo,-0.117143095,0.33785662
255716,L4/5 IT,-0.23166843,0.121291615
2800,L4/5 IT,-0.26194072,0.09610865
19090,L6 IT,0.39379805,-0.03285218
176896,L5 IT,-0.07554239,0.142539
232707,L5 IT,0.15339059,-0.03940277
2786,L5 ET,-0.28473204,0.27975586
239243,L5 ET,0.22019021,-0.08327484
2765,L6 CT,0.3074115,0.0654772
21717,L4/5 IT,-0.046362102,-0.12325215
273188,Astro,-0.28419822,-0.055535987
40853,L6 IT,0.31972423,-0.22745737
1411,L5 IT,0.080069825,0.04153151
238098,Endo,0.06339595,-0.31271216
19688,L6 CT,-0.15344568,0.32084778
232699,L6 CT,0.38067394,-0.023479868
238614,Endo,0.327951,0.1740576
177024,L6 IT,0.037021097,0.19070995
225066,VLMC,0.1608305,-0.50554764
177030,Astro,-0.23456548,-0.23808724
41387,L5 IT,-0.10821965,0.20023131
143023,L5 ET,-0.18485934,0.21860018
185167,Pvalb,0.06912397,0.12407478
41512,Astro,0.21370839,-0.5022893
143091,L2/3 IT,0.121964335,-0.3589127
179510,L6 CT,-0.01005571,0.19367018
255678,L4/5 IT,0.07195945,-0.18782926
19272,Oligo,0.26511878,0.17767242
224511,Pvalb,-0.079749666,-0.11009719
177194,Micro,0.08832471,0.09744153
144147,L6b,-0.07442569,0.468458
143161,OPC,-0.5162174,0.043726496
224935,Oligo,0.33942693,0.21098542
144063,Astro,-0.10303752,-0.060897958
162668,L5 ET,-0.161547,0.23978671
2501,L2/3 IT,-0.21587762,-0.16286305
2498,L4/5 IT,-0.24257106,0.06586875
144038,L4/5 IT,0.19223453,-0.27494496
21120,Endo,-0.03060176,0.01026031
177234,L6 CT,0.077896625,0.1518575
177242,L5 IT,0.22500096,-0.32776046
273065,Endo,0.26117244,0.087921366
231969,Endo,-0.09865331,0.17342687
19663,Oligo,0.37041518,-0.037161328
249511,Astro,0.03949802,0.17397651
144169,L4/5 IT,-0.19811374,-0.014193349
21570,Oligo,0.18142205,0.22151574
161038,Pvalb,-0.11882378,0.24683693
41187,SMC,-0.034374155,-0.28550664
224447,L6b,0.02770738,0.35911
272860,L5 IT,0.14936432,-0.061401814
252139,Peri,0.41934168,-0.14539416
1626,Peri,0.13733403,0.10156315
276622,Oligo,-0.05250701,-0.016720956
144294,Astro,-0.21644078,-0.2354993
161071,L4/5 IT,-0.08953738,-0.065489024
21482,L4/5 IT,-0.10781503,-0.0061631296
178090,Astro,-0.3081072,-0.018844157
144245,L6 IT,0.08054961,0.18792766
41297,Oligo,0.16252902,0.2851203
42608,Oligo,0.32818794,0.052434705
177082,Astro,-0.105977565,-0.023791391
162628,L5 IT,-0.10416371,0.27026114
232680,Astro,-0.2297815,0.25029767
231839,L5 IT,0.22822087,-0.25058743
41359,L6 CT,0.021930184,0.21352911
41386,Oligo,0.061088037,-0.19005647
178043,L6 IT,0.044317175,0.26338
144179,Pvalb,0.0958786,0.10072086
237654,L5 IT,0.31472802,-0.19797823
163776,L6 CT,0.28696698,0.0022164732
177771,L5 IT,0.08730164,0.0011888351
279658,L4/5 IT,-0.16245182,0.005030513
252748,L6 CT,0.0931558,0.26183134
237375,L6 CT,0.09702809,0.17543995
280265,L6b,0.117484,0.24752
252747,L4/5 IT,0.2016313,-0.33047324
38179,Endo,0.2179101,0.12971959
17566,L6 CT,0.39521125,-0.00010547228
175603,L6 IT,-0.11041506,0.31930733
226015,L5 IT,-0.21599457,0.17701185
226010,L5 IT,0.117645904,-0.1318678
4761,Astro,0.15132989,-0.41802529
226001,Endo,0.16892536,0.13143328
279382,L4/5 IT,-0.26529366,0.027750365
141732,L4/5 IT,-0.15385905,0.06929534
159974,L6 IT,0.20184907,0.11331857
38278,Oligo,0.04764403,0.23987293
251983,L6 CT,-0.16565059,0.3518308
239012,PVM,-0.32830137,0.14612234
191612,L4/5 IT,-0.25374725,-0.010442594
254871,Oligo,0.1548805,0.29792643
4774,L5 IT,-0.061784558,0.17868495
272650,L6 IT,0.20002258,-0.02722439
237140,L4/5 IT,-0.33951426,0.11026407
185657,Oligo,0.10979785,0.3833997
38060,L2/3 IT,-0.34157756,-0.021142453
43942,Micro,0.29748014,0.032370888
5121,OPC,0.22629775,-0.112728536
237297,L2/3 IT,-0.0064220466,-0.30884644
37305,Astro,-0.17232136,-0.22487667
254991,Endo,-0.12105858,0.20992371
5498,Astro,-0.42850623,0.0036197156
43907,L4/5 IT,0.089299515,-0.17523983
238910,L2/3 IT,0.06946026,-0.32969454
174701,L6 CT,0.12194091,0.15623575
159916,L2/3 IT,-0.3712033,-0.004270455
174731,Vip,-0.07700587,-0.16635486
174752,Peri,0.002823662,-0.15184334
18081,L4/5 IT,0.12220028,-0.2729127
22640,Astro,-0.08181161,-0.12129099
252751,Oligo,0.16600521,0.13935408
99,L2/3 IT,-0.21016335,-0.19072503
146878,Micro,0.21466656,0.11095718
279524,L6 CT,-0.027015684,0.13733649
18084,L4/5 IT,-0.2460281,0.10619178
178876,L4/5 IT,-0.09181368,-0.085329354
146725,Peri,-0.07677454,0.111759506
38298,Sncg,-0.24753661,-0.18538937
22454,L5 IT,-0.17340851,0.25202638
255843,Astro,0.10013823,0.40817434
38420,Oligo,-0.15616748,0.3287828
247349,L2/3 IT,-0.11257911,-0.22152469
38431,Oligo,0.28570053,0.16155514
174142,VLMC,-0.48671708,-0.024068082
146593,Vip,-0.07764149,-0.12726305
22425,Astro,0.14052169,-0.006595075
233004,L5 IT,-0.13648178,0.16353059
164095,Oligo,0.26948014,0.17704168
38478,VLMC,-0.21793926,-0.2715441
18102,Endo,0.34194484,0.13671088
4636,Peri,0.19072492,-0.2565405
38523,L4/5 IT,-0.05550584,-0.15643099
4622,L2/3 IT,-0.27153292,-0.126726
248246,L4/5 IT,-0.13710871,-0.17612436
37178,Astro,-0.35177082,-0.09635699
164070,Astro,-0.03302274,-0.118153535
146551,L6 IT,0.28254363,-0.14244556
564,L6b,0.082474574,0.29153824
159512,L4/5 IT,0.027280461,-0.19055277
225946,Pvalb,-0.11934449,0.1779694
4652,L5 ET,-0.015091728,-0.06586602
159988,L2/3 IT,-0.2050922,-0.12381966
164118,L4/5 IT,0.07306142,-0.20537439
23362,L6 CT,-0.15791732,0.3437108
255867,L6 CT,0.06914365,0.2705045
459,Peri,0.11625545,0.29776913
162396,L6 CT,0.260837,0.06366855
273630,L6 IT,0.29780447,-0.062367767
37248,Endo,-0.31752488,0.070156306
146687,Astro,-0.12123923,-0.032073207
22697,Oligo,-0.10493599,0.25048324
252745,L6 IT,0.32355765,-0.1671823
20208,Astro,0.30348748,0.2154356
38375,Endo,0.09216818,-0.08654812
179211,VLMC,0.086165234,-0.44246554
17488,Oligo,0.4248809,-0.17509112
238840,L6 CT,-0.08971153,0.4112889
38383,L5 ET,0.22488315,-0.08104898
146632,L6 IT,0.31448343,-0.00804135
146629,Endo,-0.34980032,-0.023261137
22503,L4/5 IT,0.072805285,-0.21233219
23394,L2/3 IT,-0.33375666,-0.08019166
100,L2/3 IT,-0.21275379,-0.11333114
17630,Oligo,0.014806896,0.4124494
146917,Astro,-0.043976102,0.3107041
17722,Peri,0.34332418,-0.35348812
159806,L5 ET,0.0081586465,0.0042229146
172,L6b,0.059006464,0.28411016
37440,L4/5 IT,-0.105005905,-0.0035447273
174395,L6 CT,0.40740076,-0.11002123
232230,L5 ET,-0.24835765,0.30233455
180741,L5/6 NP,0.15951547,-0.08061663
237210,VLMC,-0.31303662,-0.19055402
189889,L5 IT,0.18212703,-0.039598692
17809,Astro,-0.109247684,0.4546424
17810,PVM,0.22229414,0.26415518
279403,L6 CT,-0.061041024,0.3358453
232227,Pvalb,0.14305952,-0.1573999
184244,PVM,0.2520938,0.118930005
37637,VLMC,-0.5369862,0.038879402
280285,L2/3 IT,-0.049534284,-0.22861308
5312,SMC,-0.4868106,0.041961506
191652,Astro,0.08354136,0.45775065
5294,L4/5 IT,-0.22116686,0.11764241
44024,L6 CT,0.14804353,0.17826807
5366,L5 ET,0.30533317,-0.20665696
5376,Endo,0.019225266,-0.2107251
147358,L4/5 IT,-0.09081026,-0.036809143
279409,Astro,-0.0328659,0.43788198
232371,L2/3 IT,0.037159164,-0.23658928
147307,L2/3 IT,0.057250816,-0.29947793
174305,Peri,-0.14767025,-0.21858898
238971,Sst,-6.5498054e-05,-0.023383148
254911,Oligo,0.043821793,0.29752475
23180,L5 ET,0.2237794,-0.260566
232243,Endo,0.07373658,-0.20079005
226170,Endo,0.007495627,0.4368095
254949,OPC,-0.16094978,-0.14715412
5428,L5 ET,0.19046304,-0.22519156
147353,VLMC,0.16445005,-0.50789845
184264,OPC,0.32295883,-0.24725121
141769,Astro,0.09573123,0.426453
159704,Endo,-0.18607546,0.14899015
180761,OPC,-0.0072270185,0.0040988848
17801,L5 IT,0.0719243,0.047012232
238960,L5 IT,0.1046762,-0.0805766
23038,L4/5 IT,-0.2665331,-0.03213633
180778,L5 IT,-0.035722785,0.24095231
23219,L6 CT,-0.07098205,0.33643985
190123,L5 IT,-0.138465,0.16675761
20041,Astro,-0.3568373,0.028008595
174474,L6 CT,0.15293679,-0.0047202166
37822,Micro,-0.4590658,0.023924489
147420,L2/3 IT,0.18706672,-0.36779663
123,Astro,0.046789553,-0.2858049
17690,Peri,-0.1026959,0.15591812
286,Astro,-0.06916623,0.01268211
189956,Oligo,-0.09094104,0.41616794
232203,L6 CT,0.3499822,-0.15961769
174568,L4/5 IT,-0.18461989,0.053483017
142009,L5 IT,-0.17579569,0.2694073
247370,L5 IT,0.23878844,-0.28061014
252349,VLMC,-0.4572313,-0.044400834
37919,L4/5 IT,-0.11816022,-0.12747185
23274,PVM,0.15442881,-0.29955253
142010,Endo,-0.18072423,0.23981762
179163,L4/5 IT,-0.21953924,0.02934216
38008,VLMC,0.08195566,-0.43921477
174220,L5 IT,-0.19604401,0.36761042
146919,L2/3 IT,-0.14751965,-0.21237418
22768,Oligo,-0.020891093,0.09995241
23254,Oligo,0.087128684,0.40775353
146992,Pvalb,0.090674385,-0.027342753
43991,Astro,0.071088135,0.2955819
17862,L6b,0.16517007,0.21346632
22989,L5 IT,-0.0060609654,0.02252186
37669,L2/3 IT,0.13748944,-0.3537302
239077,Oligo,0.44017828,0.12631011
189913,L2/3 IT,-0.1325643,-0.12197855
180683,L2/3 IT,-0.16078116,-0.08204098
164285,Endo,-0.11090618,-0.10567752
223935,Oligo,0.017683957,0.26359823
164237,L6 CT,0.20585005,0.042993
37688,L4/5 IT,-0.21936956,0.064597234
141955,L5 ET,-0.1983578,0.17629623
20377,L2/3 IT,-0.11121516,-0.17067748
37728,Astro,-0.06521915,0.42068347
164,L6 CT,0.24610867,0.11482146
237273,L6 CT,-0.059544995,0.257104
37745,Micro,0.11636867,-0.19179112
239404,L4/5 IT,-0.28660244,0.14182216
147415,Pvalb,-0.11310442,0.12681323
17857,L5 IT,-0.23686342,0.18291113
141969,PVM,0.0474448,0.4381409
146993,L5 IT,-0.2208902,0.22382662
37706,L2/3 IT,-0.38430175,0.1344865
37167,L5 IT,0.14858933,0.08162224
37201,L6 IT,-0.15291737,0.35923874
185608,L4/5 IT,-0.059002373,-0.0999134
22293,L5 IT,-0.10277163,0.17841169
184406,L6 CT,-0.19124322,0.35484493
36998,L5 IT,0.09588796,0.009192485
761,Endo,-0.2911273,0.18714362
184874,Endo,0.099506184,0.02937074
38927,L2/3 IT,-0.04333209,-0.19096002
161857,Vip,0.09457794,-0.26204026
175406,L5/6 NP,0.24448003,-0.1846315
37028,Pvalb,-0.22224401,0.018465847
184866,Oligo,0.1988223,0.25136417
180421,Endo,-0.3317605,0.17954904
175409,Peri,-0.20060304,0.32442337
146171,Astro,-0.2381557,-0.010178674
163828,L5 ET,0.13445646,-0.099362336
223895,L6 IT,-0.06382312,0.1697208
146138,L5 ET,0.089938015,-0.05637422
20806,L6 CT,0.17561257,0.10412281
38987,L2/3 IT,-0.29459995,-0.04501311
22276,L6 CT,0.3414058,0.050480433
37038,L5 IT,0.3135626,-0.23958677
173993,Pvalb,0.034497153,-0.14755222
184402,Astro,0.21304391,-0.21714798
146272,Astro,-0.3204988,0.20418876
37064,L5 IT,-0.31524476,0.24680051
175352,L2/3 IT,-0.23846522,-0.17927343
184399,Endo,-0.28005812,-0.20432812
240476,L5 IT,0.032441434,0.100204475
17478,Oligo,0.23889814,-0.08635773
5664,L2/3 IT,-0.44250435,0.08421171
163887,Astro,-0.20767169,-0.03146506
232316,L4/5 IT,-0.12973231,-0.03299866
38890,L5 ET,0.04750153,-0.111709505
190246,L6 IT,0.2710876,0.00030777603
179263,L4/5 IT,0.19179018,-0.29045254
37045,L5 ET,0.30351788,-0.17803985
178684,L2/3 IT,-0.25056234,-0.036578525
44097,L6 CT,0.0025998726,0.2019495
180443,L5 ET,0.058371905,-0.0072846133
146255,Astro,0.34402463,0.1309891
43673,L2/3 IT,-0.37590715,-0.0020490214
38891,L5 IT,-0.25011116,0.18045697
185555,L4/5 IT,0.003558576,-0.20098495
185551,SMC,-0.036743164,-0.28289837
175440,Oligo,-0.28746992,0.13205436
39068,L2/3 IT,-0.34221894,0.04872836
159412,L5/6 NP,-0.22923107,0.26175568
237628,L5 ET,-0.020620342,-0.0040365886
18594,L4/5 IT,0.0018992685,-0.22087643
43645,L6 CT,0.3287276,-0.0013533272
141688,L5 IT,-0.12617165,0.23408559
279351,Endo,-0.2214279,0.01435959
175563,L6 CT,-0.0343516,0.19615144
39165,L4/5 IT,-0.22143692,0.13481328
225702,L2/3 IT,-0.43240148,0.030042019
36918,L6 CT,-0.029642897,0.29272735
252275,L6 CT,0.32743937,0.07530378
247275,L5 ET,-0.08705819,0.11916285
918,L5 ET,0.2699283,-0.22061974
226462,L6b,0.42898408,0.0113718845
18668,L6 CT,0.093262866,0.16192237
191533,L5 ET,-0.020152276,-0.07669321
20144,SMC,0.29504132,-0.107506394
238758,Endo,-0.30191368,-0.14529032
145983,Pvalb,-0.2899151,0.10621142
232874,Astro,0.16562198,0.16946948
146274,Endo,0.111642346,-0.13054533
860,Endo,-0.077931985,0.17384583
280197,L6 CT,0.3186723,0.025489777
279645,Oligo,-0.0073475726,-0.028694618
163822,Oligo,0.20777257,0.23990056
249349,L2/3 IT,-0.2835057,-0.015432439
225728,L6 CT,0.3351297,-0.10723239
39103,L5 ET,0.041286398,-0.069223225
237607,Pvalb,0.10256556,-0.11006235
180904,L4/5 IT,0.15938362,-0.24870643
173961,Astro,-0.0017484203,0.036571406
43664,Sst,-5.0541013e-05,0.077162564
161843,L4/5 IT,0.20643024,-0.34183672
20813,Endo,0.33667248,0.13269606
4075,Astro,0.040129986,-0.09378094
184925,L6 CT,0.37495402,-0.0080724135
160287,L6 IT,0.30153665,-0.16448963
848,PVM,0.24686317,0.21233529
247277,L5 IT,0.10306388,-0.17273855
160297,Lamp5,-0.11132884,0.4709605
22,L4/5 IT,-0.20629662,0.015006084
185821,Peri,-0.39589736,0.06320028
36929,L5 IT,0.16302761,-0.14993738
231529,Micro,0.2174582,0.2425189
5658,L2/3 IT,-0.037360415,-0.29917502
225790,L2/3 IT,-0.19061887,-0.13642178
23,L5 ET,0.30547696,-0.19625276
190160,Oligo,0.45056957,0.10863461
4531,Astro,0.29899487,-0.048267752
142162,L4/5 IT,0.072500214,-0.260561
232361,Peri,0.00031737238,0.22435358
255837,Micro,0.08861783,0.2564298
4467,L2/3 IT,0.12720749,-0.3327659
249054,L2/3 IT,-0.1578648,-0.16293836
273821,L6 CT,0.15439399,0.06782513
185045,OPC,0.22908805,-0.116962455
185595,L6 IT,0.23747449,-0.1317549
178765,Endo,-0.07037161,0.08712291
237540,L5 ET,-0.18178673,0.20288566
175108,L4/5 IT,-0.18355307,0.0828517
5581,L5 IT,0.054570366,-0.033088192
233207,L2/3 IT,-0.42275217,0.11164323
18297,L4/5 IT,-0.14952557,0.0015114937
225864,L6 CT,-0.001761619,0.31450006
147677,L4/5 IT,-0.26988584,0.10297405
255836,L5 IT,0.1214461,-0.16324922
239022,Astro,-0.07858583,0.07567729
159469,L5 ET,0.19002584,-0.23251566
237441,L6 CT,0.11182645,0.20824909
190124,L6 CT,0.19396931,0.06367052
4616,L6 CT,0.28675357,0.031856287
146541,PVM,0.1703068,-0.2716208
18224,Endo,-0.070893794,0.27849406
174141,Astro,0.0991209,0.0024067834
226329,L5 IT,-0.050316222,0.06864915
248378,L2/3 IT,-0.3831219,0.12220698
38643,Oligo,-0.054073405,0.36940956
252736,L6b,0.27860585,0.1314162
252727,Astro,-0.1341234,-0.10811891
241450,Endo,0.12638365,0.04054839
20464,Peri,-0.28774893,0.0068652593
20484,L4/5 IT,0.00011429936,-0.1963931
38585,L6 CT,0.34446207,0.007756751
603,L5 IT,0.14729461,-0.20633575
226354,L6 CT,-0.052923065,0.31540135
38629,VLMC,-0.49121207,-0.021942196
223904,L6 CT,-0.055550676,0.26171407
191578,L4/5 IT,-0.12743099,0.010057457
146417,Astro,0.14647576,-0.4662441
20726,Astro,0.23495139,-0.29910588
38815,Oligo,0.2769025,-0.004564287
175135,Pvalb,0.13725387,-0.32081679
237493,Oligo,0.20296668,-0.08751735
175213,Astro,0.38770625,0.04225488
18414,Vip,0.32934558,-0.028286325
18457,Endo,-0.29559892,-0.120760724
5633,OPC,0.09422508,-0.23970497
184882,L4/5 IT,-0.26344305,0.08782877
18406,L4/5 IT,-0.19862121,0.0341743
4382,L4/5 IT,-0.29062802,0.13682652
162487,L4/5 IT,0.16216369,-0.2728926
232075,L4/5 IT,-0.108722,0.02162303
224073,L2/3 IT,-0.17259662,-0.10737759
142199,L2/3 IT,0.056835208,-0.25591052
225792,Oligo,0.29834363,-0.104511864
725,L5 ET,-0.27241215,0.28226632
146312,L5/6 NP,-0.24532686,0.24697131
239332,Peri,-0.12636414,0.20489207
225794,Oligo,0.3701744,0.13147825
43714,L4/5 IT,0.076579124,-0.24889418
147339,PVM,-0.019437224,0.105940275
252284,Oligo,-0.02948796,-0.052148975
686,L5 ET,-0.08091462,0.10373608
175160,L4/5 IT,-0.26953527,0.13346192
146365,L2/3 IT,-0.3119837,0.087100334
237102,Endo,0.05636615,-0.36480436
147679,Endo,-0.06889781,0.44536763
175153,L4/5 IT,-0.29041207,0.22480458
255096,Oligo,0.028356072,0.40335083
233211,L4/5 IT,-0.29744235,0.16546392
231153,L5 ET,-0.033984467,-0.017262008
142171,L6 IT,0.023731176,0.24234357
